,title,tags,primaryTopic,brief,description,address,city,website,latitude,longitude
767,Ambulante Wohnhilfe,"['Gehäuse', 'Dienstleistungen für Straftäter', 'o ri freiehil', 'Dienst']",Gehäuse,Ambulant betreutes Wohnen gem. §§ 67 ff SGB XII: Wohnen nach der Haftentlassung/ Vermeidung von Wohnungslosigkeit,"Das Angebot des FREIE HILFE BERLIN e.V. richtet sich in erster Linie an Straffällige und Haftentlassene über 18 Jahre, die wohnungslos oder von Wohnungslosigkeit bedroht sind.

Viele dieser Menschen haben sehr lange Haftstrafen verbüßt, mit der Inhaftierung eventuell vorhandenen eigenen Wohnraum verloren, sie haben kaum familiäre oder andere soziale Bindungen, es bestehen Kontaktschwierigkeiten, sie haben ihre Biografie häufig nicht aufgearbeitet, fühlen sich sozial ausgegrenzt und haben verschiedenartige weitere Probleme. Ziel ist es, diese Menschen bei der Gestaltung eines selbstbestimmten und straffreien Lebens zu unterstützen.

Um den persönlichen Bedürfnissen dieser Menschen gerecht zu werden, bieten wir unterschiedliche Betreuungsformen an:
- Betreutes Einzelwohnen gem. §§ 67 ff. SGB XII in Wohnungen  des Trägers
- Betreutes Einzelwohnen gem. §§ 67 ff. SGB XII in eigenem Wohnraum
- Betreutes Gruppenwohnen gem. §§ 67 ff. SGB XII in Wohnungen des Trägers
- Unterstützung beim Wohnungserhalt oder der Wohnungserlangung gem. §§ 67 ff. SGB XII

Am Standort Lichtenberg bieten wir Betreutes Gruppenwohnen gem. §§ 67 ff. SGB XII mit dem Schwerpunkt Betreuung älterer Klienten in eigenem Apartment und gemeinschaftlich nutzbarem Gruppenraum mit sehr naher Büroanbindung vor Ort. ",Lückstr. 51,Berlin,https://www.freiehilfe.de,52.5012,13.49224
768,Einfach mal reden für Menschen ab 60 Jahren - Silbernetz,"['Senioren', 'mitte', 'Friedrichshain Kreuzberg', 'Pankow', 'Charlottenburg Wilmersdorf', 'spandau', 'Steglitz Zehlendorf', 'Tempelhof Schoeneberg', 'Neukölln', 'Treptow Koepenik', 'Marzahn Hellersdorf', 'Lichtenberg', 'Reinickendorf', 'Selbsthilfe-Anlaufstelle', 'telefonisch', 'Nachbarschaft', 'Selbsthilfe', 'o ri silberne', 'Dienst']",self_help,"Das Silbertelefon 0800 4 70 80 90 ist täglich 8-22 Uhr erreichbar. Anonym, vertraulich, kostenfrei","Silbernetz hilft Menschen 60+, die niemanden zum Reden haben, mit einem dreistufigen Angebot:  


Silbertelefon: Täglich von 8-22 Uhr finden Senior\*innen unter 0800 4 70 80 90 ein offenes Ohr zum “einfach-mal-reden"".  

Silbernetz-Freund\* innen: Für regelmäßige persönliche Telefongespräche werden interessierte Senior\*innen mit Ehrenamtlichen vernetzt, die dann einmal pro Woche anrufen.  

Silberinfo: Silbernetz vermittelt deutschlandweit Kontakte zu professioneller Hilfe, für Berliner Anrufer\*innen auch Informationen zu Angeboten der Altenhilfe in der Nachbarschaft.  

Diese Silbernetz-Angebote sind vertraulich, anonym und kostenfrei.  

Die Arbeit von Silbernetz wird durch die Förderung vom Land Berlin, dem Jobcenter und durch Stiftungen, Unternehmen und Spender\*innen ermöglicht. ",Wollankstr. 97,Berlin,https://www.silbernetz.de/,52.56373,13.39235
769,Kokon-Zentrum für ambulante Drogentherapie,"['Senioren', 'Familien', 'Frauen', 'queer', 'Männer', 'Hintergrund der Behinderung', 'Migrationshintergrund', 'mitte', 'Friedrichshain Kreuzberg', 'Pankow', 'Charlottenburg Wilmersdorf', 'spandau', 'Steglitz Zehlendorf', 'Tempelhof Schoeneberg', 'Neukölln', 'Treptow Koepenik', 'Marzahn Hellersdorf', 'Lichtenberg', 'Reinickendorf', 'Englisch', 'Geistige Behinderung 2', 'Beratungsstelle', 'Gruppe', 'persönlich', 'online', 'telefonisch', 'Gesundheit', 'Beratung', 'Sucht', 'Selbsthilfe', 'o ri verambdr', 'Ort']",Sucht,Ambulante Rehabilitationseinrichtung für abhängigkeitskranke Menschen,"KOKON entstand 1987 als Therapiezentrum für Drogenabhängige und begründete damit eine neue Form der therapeutischen Hilfe, die es abhängigen Menschen ermöglicht, unter Wahrung ihres persönlichen Lebensumfelds in einem dennoch schützenden Rahmen Wege in ein zufriedenes Leben ohne Drogen zu finden.

Das grundlegende Organisationsprinzip von KOKON ist die Idee der ambulanten Gemeinschaft.

In unserem Team von engagierten Fachtherapeuten und Ärzten verknüpfen wir Wissen und Erfahrung zu unseren Therapie-Programmen speziell für die ambulante Behandlung der Probleme durch Kokain und Amphetamine sowie Alkohol und Neue Psychoaktive Substanzen bei KOKON und der Probleme durch dämpfende Drogen wie Cannabis, Opioide, Alkohol, Neue Psychoaktive Substanzen bei KIBO. Wir entwickeln und modifizieren unsere Therapiestandards stets nach neuesten wissenschaftlichen Erkenntnissen der Verhaltenstherapie, DBT, Atemtherapie, MBSR, Körpertherapie, Sport- und Erlebnistherapie.

*KOKON offers therapy in both German and English language. Our team of dedicated therapists are specialized in treating people with an addiction to cocaine, amphetamines, crystal meth and other stimulants. We also treat addictions from other substances. For further information, visit our website under https://en.kokon.de.*

",Galvanistraße 14,Berlin,https://www.kokon.de/,52.519,13.31578
770,Psychiatrie-Erfahrene Neukölln,"['Frauen', 'queer', 'Männer', 'Hintergrund der Behinderung', 'Migrationshintergrund', 'Neukölln', 'Rollstuhl', 'barrierefreies Badezimmer', 'körperliche Behinderung', 'Geistige Behinderung 2', 'Selbsthilfe-Anlaufstelle', 'Gruppe', 'persönlich', 'online', 'telefonisch', 'Dienst', 'Selbsthilfe', 'o ri selstane']",self_help,"Austausch über Vermeidung von Psychiatrieaufenthalten, hilfreiche Adressen, Psychiatrie-Erfahrenen-Chat bundes","Austausch zu folgenden: Themen
Persönliches Budge, Patientenverfügung, Psychopharmaka, Vermeidung von Psychiatrieaufenthalten, Einweisung ins Internet, Vernetzung zu einer stabilen Gruppe, Psychiatrieerfahrenenchat, gesetzliche Betreuung",Wilhelm-Busch-Straße 12,Berlin,https://www.stzneukoelln.de/neukoelln-nord/,52.47735,13.44648
771,Betreutes Wohnen für psychisch kranke Menschen im Wedding,"['Hintergrund der Behinderung', 'mitte', 'Geistige Behinderung 2', 'Betreutes Wohnen', 'Gruppe', 'persönlich', 'Gehäuse', 'o ri frdseege', 'Dienst']",Gehäuse,"""In der Gemeinschaft kann der Mensch klar werden über sich""","Unser Verein wurde 1954 gegründet und sieht sich der Versorgung Psychoseerkrankter verpflichtet.
Dies geschieht seit 1977 ambulant im Wedding mit insgesamt 194 Plätzen aufgeteilt in Betreutes Einzelwohnen, Therapeutische Wohngemeinschaften und einem Übergangswohnheim an zwei Standorten.

Das Leitmotiv ist in allen Einrichtungen eine auf gegenseitige Wertschätzung basierende Gemeinschaft aus Klienten, Angehörigen, Ehrenamtlichen und Professionellen. Der Aufbau einer partnerschaftlichen Beziehung mit unseren Klienten ist für uns der höchste Wert.",Reinickendorfer Str. 46,Berlin,https://foerderkreis-gesundheit@web.de,52.54976,13.3687
772,Komm in die Gänge – Fahrradwerkstatt Lichtenberg,"['Frauen', 'Männer', 'Fluchthintergrund', 'Migrationshintergrund', 'Lichtenberg', 'Bildungszentrum', 'o ri bildungs', 'Beratung', 'Bildung', 'Arbeit', 'Dienst']",Arbeit,Angebot für Geflüchtete und (Langzeit-)Arbeitslose aus dem Bezirk Lichtenberg,"Unsere Ausbilder\*innen geben Ihnen erste Einblicke in den Beruf des Zweiradmechatronikers – Fachrichtung Fahrradtechnik. Gemeinsam in der Gruppe warten und reparieren Sie die bezirklichen Lastenräder der fLotte kommunal unter fachlicher Anleitung des Ausbildungspersonals. Zudem coachen wir Sie zu alltagsrelevanten Themen wie Stress- und Konfliktmanagement, Gesundheit oder Bewerbungstraining.

Ein Durchgang dauert 6 Monate. Die 10 Wochenstunden können individuell auf Berufsorientierung am Rad, sozialpädagogische Betreuung und individuelles Coaching verteilt werden.

Wir unterstützen Sie die gesamte Zeit individuell bezüglich Ihrer beruflichen Wünsche und helfen Ihnen dabei, Ihre persönlichen Ziele zu erreichen.",Marzahner Chaussee 165,Berlin,https://www.bildungsmarkt.de/bildungsangebote/peb-komm-in-die-gaenge/,52.52274,13.53268
773,Wir um 40+,"['Dienst', 'Selbsthilfe', 'o ri selstane', 'Frauen', 'Männer', 'Neukölln', 'Rollstuhl', 'barrierefreies Badezimmer', 'körperliche Behinderung', 'Selbsthilfe-Anlaufstelle', 'Gruppe', 'persönlich', 'telefonisch']",self_help,Selbsthilfegruppe Depressionen,"Wir sprechen über das Thema Depression.
Welche Ursachen hat sie und wie wirkt sie sich auf unser Leben aus? Um die Folgen von Zurückgezogenheit, sozialer Isolation und Negativspiralen zu reduzieren, bemühen wir uns unter anderem, uns gegenseitig auch im Umgang mit Ämtern und Verwaltungen zu unterstützen. Wichtige Punkte sind für uns dabei Familie, Beruf, Arbeitslosigkeit, Partnerschaft, Einsamkeit.

Unser Ziel ist es, eingefahrene Denk- und Verhaltensweisen zu verändern um einen Weg zu finden aktiv und selbstbestimmten zu leben und dadurch unsere Lebensqualität zu verbessern.",Wilhelm-Busch-Straße 12,Berlin,https://www.stzneukoelln.de/neukoelln-nord/,52.47735,13.44648
774,Angehörigen-Gruppe von Zwangserkrankten,"['Senioren', 'Familien', 'Frauen', 'Männer', 'Neukölln', 'Rollstuhl', 'barrierefreies Badezimmer', 'körperliche Behinderung', 'Selbsthilfe-Anlaufstelle', 'Gruppe', 'persönlich', 'telefonisch', 'Dienst', 'Selbsthilfe', 'o ri selstane']",self_help,Selbsthilfegruppe für Angehörige von Zwangserkrankten,"Wenn Zwänge den Alltag bestimmen, ist das Zusammenleben erschwert.

Für die Angehörigen sind Möglichkeiten zum regelmäßigen Austausch und zur gegenseitigen Hilfestellung ebenso wichtig wie für die Betroffenen.",Wilhelm-Busch-Straße 12,Berlin,https://www.stzneukoelln.de/neukoelln-nord/,52.47735,13.44648
775,AKB – Anonyme Alkoholkrankenhilfe Berlin e.V.,"['Frauen', 'Männer', 'Neukölln', 'Rollstuhl', 'barrierefreies Badezimmer', 'körperliche Behinderung', 'Selbsthilfe-Anlaufstelle', 'Gruppe', 'persönlich', 'online', 'telefonisch', 'Dienst', 'Beratung', 'Selbsthilfe', 'o ri selstane']",self_help,Die Anonyme Alkoholkrankenhilfe Berlin e.V. ist eine Gemeinschaft von alkohol- und medikamentenabhängigen Frauen + Männe,"Die Anonyme Alkoholkrankenhilfe Berlin e.V. ist eine Gemeinschaft von alkohol- und medikamentenabhängigen Frauen und Männern, die gemeinsam versuchen, ihre Suchtprobleme zu lösen und anderen zu helfen, einen Weg aus ihrer Abhängigkeit zu finden.

Zur Internetseite des AKB: http://www.akb-ev.de",Wilhelm-Busch-Straße 12,Berlin,https://www.stzneukoelln.de/neukoelln-nord/,52.47735,13.44648
776,Drogenstop e.V.,"['Senioren', 'Frauen', 'queer', 'Männer', 'Hintergrund der Behinderung', 'Neukölln', 'Rollstuhl', 'barrierefreies Badezimmer', 'körperliche Behinderung', 'Selbsthilfe-Anlaufstelle', 'Gruppe', 'persönlich', 'online', 'telefonisch', 'Dienst', 'Beratung', 'Selbsthilfe', 'o ri selstane']",self_help,Selbsthilfegruppe,"Wir bieten an:

- Ein neues, verantwortungsbewusstes Leben mit Selbständigkeit und Selbstvertrauen
- Die gemeinsame Suche nach Wegen in eine zufriedene alkohol- und drogenfreie Zukunft
- Eine gegenseitige Unterstützung, um trocken zu werden und trocken zu bleiben
- Die Chancen einer Wiedereingliederung in die Sozialgemeinschaft

Weitere Informationen auf der Internetseite von Drogenstop e.V.: https://www.drogenstop.de",Wilhelm-Busch-Straße 12,Berlin,https://www.stzneukoelln.de/neukoelln-nord/,52.47735,13.44648
777,Adipositas - bewusst abnehmen,"['Frauen', 'Männer', 'Hintergrund der Behinderung', 'Fluchthintergrund', 'Migrationshintergrund', 'Neukölln', 'Türkisch', 'Selbsthilfe-Anlaufstelle', 'Gruppe', 'persönlich', 'telefonisch', 'o ri selstane', 'Selbsthilfe', 'Dienst']",self_help,Selbsthilfegruppe Migration,,Löwensteinring 13 A,Berlin,https://www.stzneukoelln.de/selbsthilfe-und-migration/,52.42647,13.46215
778,Afghanische Frauengruppe mit Fluchterfahrung,"['Frauen', 'Männer', 'Fluchthintergrund', 'Migrationshintergrund', 'Neukölln', 'Dari', 'Persisch', 'Rollstuhl', 'barrierefreies Badezimmer', 'körperliche Behinderung', 'Selbsthilfe-Anlaufstelle', 'Gruppe', 'persönlich', 'online', 'telefonisch', 'Dienst', 'Selbsthilfe', 'o ri selstane']",self_help,"Selbsthilfegruppe Migration für Depressionen, Ängste, Gewalterfahrungen",,Mollnerweg 35,Berlin,https://www.stzneukoelln.de/selbsthilfe-und-migration/,52.41943,13.44212
779,Angst und Depression – Gesprächsgruppe für bosnische Frauen,"['Frauen', 'Fluchthintergrund', 'Migrationshintergrund', 'Neukölln', 'Serbisch Kroatisch', 'Rollstuhl', 'barrierefreies Badezimmer', 'körperliche Behinderung', 'Selbsthilfe-Anlaufstelle', 'Gruppe', 'persönlich', 'online', 'telefonisch', 'Dienst', 'Selbsthilfe', 'o ri selstane']",self_help,"Selbsthilfe Migration - Interkulturelle Selbsthilfe mit sozialen, gesundheitlichen und anderen Themen.","Unsere Gruppe ist offen für bosnische, kroatische und serbische Frauen, die Ängste und Depressionen haben und sich mit anderen Frauen austauschen möchten. Gemeinsam in der Gruppe schaffen wir es, neue Wege zu wagen, um unsere Lebenskrise zu bewältigen.

Nasa Grupa je otvorena za bosanke, srpkinje i hrvatice koje se bore protiv strahova i depresija i žele da razmijene iskustva sa drugim ženama. Zajedno u Grupi pronaci cemo nove puteve za rješavanje naše životne krize.",Wilhelm-Busch-Straße 12,Berlin,https://www.stzneukoelln.de/selbsthilfe-und-migration/,52.47735,13.44648
780,Arabischsprachige Frauengruppe mit Fluchterfahrung,"['Frauen', 'Fluchthintergrund', 'Migrationshintergrund', 'Neukölln', 'Arabisch', 'Kurdisch', 'Rollstuhl', 'barrierefreies Badezimmer', 'körperliche Behinderung', 'Selbsthilfe-Anlaufstelle', 'Gruppe', 'persönlich', 'online', 'telefonisch', 'o ri selstane', 'Selbsthilfe', 'Dienst']",self_help,"Selbsthilfe Migration Depressionen, Ängste, Gewalterfahrungen",,Mollnerweg 35,Berlin,https://www.stzneukoelln.de/selbsthilfe-und-migration/,52.41943,13.44212
781,Freizeitbetätigung mit Skatspielen,"['Senioren', 'Frauen', 'Männer', 'Hintergrund der Behinderung', 'Charlottenburg Wilmersdorf', 'Rollstuhl', 'barrierefreies Badezimmer', 'Geistige Behinderung 2', 'Seniorentreffen', 'Tagungszentrum', 'Dienst', 'Sport', 'Ehrenamt', 'Erholung', 'o ri veritab']",Erholung,Skatspielen mit eingeschränkten Senioren,"In der Charlottenburger Tagespflege gibt es einige Senior\*innen, die gern Skatspielen möchten, aber nicht die richtigen Partner haben. Einmal in der Woche würden sie gern mit einem oder einer versierten Spieler\*in  ca. 2 Stunden spielen.",Heerstr. 12 - 14,Berlin,https://www.vita-ev.de,52.50944,13.26794
782,Diabetikergruppe für türkische und kurdische Frauen,"['Frauen', 'Männer', 'Fluchthintergrund', 'Migrationshintergrund', 'Neukölln', 'Kurdisch', 'Türkisch', 'Selbsthilfe-Anlaufstelle', 'Gruppe', 'persönlich', 'telefonisch', 'o ri selstane', 'Selbsthilfe', 'Dienst']",self_help,Selbsthilfe Migration,,Löwensteinring 13 A,Berlin,https://www.stzneukoelln.de/selbsthilfe-und-migration/,52.42647,13.46215
783,Fair gehandelten Kaffee rösten und verkosten.,"['Senioren', 'Familien', 'Frauen', 'queer', 'Männer', 'Hintergrund der Behinderung', 'Fluchthintergrund', 'Charlottenburg Wilmersdorf', 'Beratungsstelle', 'Tagungszentrum', 'Betreutes Wohnen', 'persönlich', 'Rollstuhl', 'barrierefreies Badezimmer', 'o ri veritab', 'Ehrenamt', 'Arbeit', 'Dienst', 'Englisch', 'Deutsch']",volunteer_work,Charlottenburger Genusshandwerk; Kaffee- und Teespezialitäten mit Seele,"Die Charlottenburger Genusswerkstatt röstet fair gehandelten Kaffee und stellt Teemischungen her. Diese Produkte werden an mehreren Tagen in der Woche  auf einem Wochenmarkt vorgestellt, verkostet und angeboten. Die Hauptamtlichen Mitarbeiter\*innen können noch ehrenamtliche Hilfe gebrauchen. Die Genusswerkstatt ist gleichzeitig ein Arbeitsprojekt, um psychisch kranken Menschen eine Tagesstruktur zu geben.",Heerstr. 12 - 14,Berlin,https://www.charlottenburger-genusshandwerk.de,52.50944,13.26794
784,Interkulturelle Gruppe Gelenk- und Rückenschmerzen,"['Frauen', 'Männer', 'Fluchthintergrund', 'Migrationshintergrund', 'Neukölln', 'Selbsthilfe-Anlaufstelle', 'Gruppe', 'persönlich', 'telefonisch', 'o ri selstane', 'Selbsthilfe', 'Dienst']",self_help,Interkulturelle Selbsthilfegruppe,"Die SHG besteht aus Frauen (ab 55 Jahre) mit chronische Erkrankungen, Depressionen, Arthrose, Osteoporose.

Gerade für chronisch erkrankte Menschen, die unter Antriebslosigkeit und Depressionen leiden und sich aus dem sozialen Umfeld zurückziehen, bietet die SHG die Möglichkeit sich mit anderen Betroffenen über die Krankheitsprobleme auszutauschen und von Erfahrungen der anderen zu profitieren. In der SHG erzählen Frauen viel von ihren eigenen Erfahrungen, Kenntnissen und über ihre Ängste.

Themen u.a. sind: wie gehen wir, mit den Krankheiten um?  Was können wir als Betroffene machen?

Zu dem geben sich Betroffene Halt und Unterstützung, stärken sich, machen sich Mut. Sie suchen gemeinsam nach Wegen um ihr Leben lebenswerter und besser zu gestalten. Hierbei werden sie gemeinsam mit Sport (Gymnastikangebote) wieder aktiv

- Bewegung im Freien zu gestallten
- Ernährung – Umstellung
- Gesunde Ernährung am Leben teilzunehmen.
",Löwensteinring 13 A,Berlin,https://www.stzneukoelln.de/selbsthilfe-und-migration/,52.42647,13.46215
785,Interkulturelle Gruppe Neurologische Funktionsstörungen (Yoga),"['Frauen', 'Männer', 'Fluchthintergrund', 'Migrationshintergrund', 'Neukölln', 'Selbsthilfe-Anlaufstelle', 'Gruppe', 'persönlich', 'telefonisch', 'o ri selstane', 'Selbsthilfe', 'Dienst']",self_help,"Gesundheitlichen Probleme sind u.a. Epilepsie, chronische Kopfschmerzen, Migräne, Parkinson mit beginnender Demenz","Die Frauen in der Gruppe haben sich gefunden um die gesundheitlichen Probleme:
Epilepsie, chronische Kopfschmerzen, Migräne, Parkinson, mit beginnender Demenz, Depressionen verträglicher zu machen.
Über bestimmte Krankheiten zu reden ist häufig mit Scham besetzt, z.B. ständig Dinge zu vergessen, laufend Fehler zu machen usw.
Daher bietet die SHG die Möglichkeit sich mit anderen Betroffenen über ihre Krankheiten auszutauschen und von Erfahrungen anderer zu profitieren. Menschen mit beginnende Demenz: ich bin nicht allein mit der Krankheit, ich gehöre dazu, ich kann noch was, ich bin wertvoll – trotz und mit Demenz, jemand erlebt das Gleiche wie ich. Sie hören sich zu und geben sich halt. Sie suchen gemeinsam geeignete Ärzte oder geeignete Behandlungsmethoden zu finden, z.B. Sport, Übungen für Gedächtnistraining usw.",Löwensteinring 13 A,Berlin,https://www.stzneukoelln.de/selbsthilfe-und-migration/,52.42647,13.46215
786,Interkulturelle Selbsthilfegruppe Gesundheit für Frauen mit und ohne Migrationshintergrund,"['Frauen', 'Fluchthintergrund', 'Migrationshintergrund', 'Neukölln', 'Rollstuhl', 'barrierefreies Badezimmer', 'körperliche Behinderung', 'Selbsthilfe-Anlaufstelle', 'Gruppe', 'persönlich', 'telefonisch', 'o ri selstane', 'Selbsthilfe', 'Dienst']",self_help,Selbsthilfegruppe Migration,"Sprache: deutsch

Interkulturelle Selbsthilfegruppe-Gesundheit ist für alle Frauen mit und ohne Fluchterfahrungen, in allen Gesundheitlichen Lagen: Rückenschmerzen, Diabetes, Schmerzen, Sucht.",Mollnerweg 35,Berlin,https://www.stzneukoelln.de/selbsthilfe-und-migration/,52.41943,13.44212
787,Interkulturelle SHG -Gesundheit,"['Frauen', 'Männer', 'Fluchthintergrund', 'Migrationshintergrund', 'Neukölln', 'Rollstuhl', 'barrierefreies Badezimmer', 'körperliche Behinderung', 'Selbsthilfe-Anlaufstelle', 'Gruppe', 'persönlich', 'telefonisch', 'Dienst', 'Selbsthilfe', 'o ri selstane']",self_help,"Selbsthilfegruppe Migration zu Gesundheitliche Probleme im Alter, Osteoporose, Rückenschmerzen, Arthrose, Diabetes.","Sprache: Deutsch

Die Themen sind: Gesundheitliche Probleme mit Depressionen, Osteoporose, Rückenschmerzen, Arthrose, Diabetes.
Wie gehen wir mit den Krankheiten um?
Wir können durch unsere Gespräche Erfahrungen austauschen und mehr Selbstsicherheit gewinnen.",Eugen-Bolz-Kehre 12,Berlin,https://www.stzneukoelln.de/selbsthilfe-und-migration/,52.42978,13.46889
788,"Interkulturelle SHG Angst und Panik, Depressionen","['Frauen', 'Männer', 'Fluchthintergrund', 'Migrationshintergrund', 'Neukölln', 'Selbsthilfe-Anlaufstelle', 'Gruppe', 'persönlich', 'telefonisch', 'o ri selstane', 'Selbsthilfe', 'Dienst']",self_help,Selbsthilfe Migration Erfahrungsaustausch und Entspannungsübungen.,,Löwensteinring 13 A,Berlin,https://www.stzneukoelln.de/selbsthilfe-und-migration/,52.42647,13.46215
789,Junge Selbsthilfegruppe für Sucht,"['Frauen', 'Männer', 'Fluchthintergrund', 'Migrationshintergrund', 'Neukölln', 'Türkisch', 'Selbsthilfe-Anlaufstelle', 'Gruppe', 'persönlich', 'telefonisch', 'o ri selstane', 'Selbsthilfe', 'Dienst']",self_help,Selbsthilfegruppe Migration,,Löwensteinring 13 A,Berlin,https://www.stzneukoelln.de/selbsthilfe-und-migration/,52.42647,13.46215
790,Mazedonische Gruppe für Frauengesundheit,"['Dienst', 'Selbsthilfe', 'o ri selstane', 'Frauen', 'Fluchthintergrund', 'Migrationshintergrund', 'Neukölln', 'Mazedonisch', 'Rollstuhl', 'barrierefreies Badezimmer', 'körperliche Behinderung', 'Selbsthilfe-Anlaufstelle', 'Gruppe', 'persönlich', 'telefonisch']",self_help,"Selbsthilfegruppe Migration - Depressionen, Osteoporose, Rückenschmerzen, Arthrose, Diabetes","Die Themen in der Gruppe sind: Gesundheitliche Probleme mit Depressionen, Osteoporose, Rückenschmerzen, Arthrose, Diabetes. Wie gehen wir mit den Krankheiten um, wie wir uns mit dem Tanz und Sport entspannen können? Wir können durch unsere Gespräche Erfahrungen austauschen und mehr Selbstsicherheit gewinnen.",Wilhelm-Busch-Straße 12,Berlin,https://www.stzneukoelln.de/selbsthilfe-und-migration/,52.47735,13.44648
791,Raus aus der Einsamkeit,"['Frauen', 'Männer', 'Fluchthintergrund', 'Migrationshintergrund', 'Neukölln', 'Rollstuhl', 'barrierefreies Badezimmer', 'körperliche Behinderung', 'Selbsthilfe-Anlaufstelle', 'Gruppe', 'persönlich', 'telefonisch', 'Dienst', 'Selbsthilfe', 'o ri selstane']",self_help,Selbsthilfegruppe Migration,"In der sozialen Selbsthilfegruppe werden wir durch Erfahrungs- und Informationsaustausch unser Vertrauen aufbauen, Einsamkeit und Isolation überwinden und uns gegenseitig helfen, zusammen einkaufen oder spazieren gehen. Wir können an Selbstständigkeit gewinnen, uns gegenseitig ermutigen und aus der Gruppe in die Gesellschaft hinaustreten.",Wilhelm-Busch-Straße 12,Berlin,https://www.stzneukoelln.de/selbsthilfe-und-migration/,52.47735,13.44648
792,SHG Angst und Panik türkische Frauen,"['Frauen', 'Fluchthintergrund', 'Migrationshintergrund', 'Neukölln', 'Türkisch', 'Selbsthilfe-Anlaufstelle', 'Gruppe', 'persönlich', 'telefonisch', 'o ri selstane', 'Selbsthilfe', 'Dienst']",self_help,Selbsthilfegruppe Migration,,Löwensteinring 13 A,Berlin,https://www.stzneukoelln.de/selbsthilfe-und-migration/,52.42647,13.46215
793,SHG Zwänge,"['Frauen', 'Männer', 'Hintergrund der Behinderung', 'Fluchthintergrund', 'Neukölln', 'Türkisch', 'Selbsthilfe-Anlaufstelle', 'Gruppe', 'persönlich', 'telefonisch', 'o ri selstane', 'Selbsthilfe', 'Dienst']",self_help,Selbsthilfegruppe Migration,"Diese Gruppe spricht türkisch

Zwänge – einige Teilnehmerinnen aus der Gruppe leiden an Waschzwang, einige an Putzzwang und einige an Kontrollzwang.

Betroffene von Zwangsgedanken und Handlungen, werden nicht ernst genommen.

Daher fällt es den Betroffenen Frauen sehr schwer ihre Probleme beim Namen zu nennen sich zu der Krankheit zu bekennen. Ihre Lebenssituation macht sie anfälliger.

Dabei spielen die Folgen der Migration eine wichtige Rolle. Hierbei muss man auch erwähnen, dass die Rolle der Frau in der Familie, in der Gesellschaft eine andere ist, als die wir von deutschen Frauen gewohnt sind. Die Migrationsprobleme wie fremde Sprache, Kultur, Religion und Lebensweise kommen noch dazu.

In der Gruppe finden Sie einen Schutzraum und die Möglichkeit offen miteinander zu sprechen, sich auszutauschen und zu unterstützen.

- Gemeinsame Probleme: Hilflosigkeit – woher Hilfe bekommen?
- Gefühle des alleingelassen seins – Menschen ziehen sich zurück und Sie werden mit Vorurteile konfrontiert.
- sie fangen an, sich selbst verantwortlich zu fühlen

Eine typische Gruppensitzung beginnt und endet mit einem sog.“ Blitzlicht“ Befindlichkeitsrunde, in der jede Gruppen-Teilnehmerin in wenigen Worten den anderen mitteilt, wie es ihr geht und was sie beschäftigt.",Löwensteinring 13 A,Berlin,https://www.stzneukoelln.de/selbsthilfe-und-migration/,52.42647,13.46215
794,Stammtisch Selbsthilfe und Migration,"['Frauen', 'Männer', 'Fluchthintergrund', 'Migrationshintergrund', 'Neukölln', 'Rollstuhl', 'barrierefreies Badezimmer', 'körperliche Behinderung', 'Selbsthilfe-Anlaufstelle', 'Gruppe', 'persönlich', 'online', 'telefonisch', 'Dienst', 'Selbsthilfe', 'o ri selstane']",self_help,Selbsthilfegruppe Migration,"Fragen stellen und mitdiskutieren.

Beim Stammtisch Selbsthilfe und Migration sind alle herzlich willkommen, die am Thema Selbsthilfe und Migration interessiert sind: Menschen, die gesundheitlichen Problemen haben, die mehr Austausch brauchen oder einfach Selbsthilfe kennenlernen möchten.

- Erfahrungsaustausch für Betroffene
- Kontakte knüpfen
- Selbst aktiv werden
- Fähigkeiten nutzen",Wilhelm-Busch-Straße 12,Berlin,https://www.stzneukoelln.de/selbsthilfe-und-migration/,52.47735,13.44648
